"id","kabupaten","code","name","state_id/id"
"state_city.res_state_city309","True","res_state_city309","Kabupaten Sikka","state_city.res_country_state23"
"state_city.res_state_city310","True","res_state_city310","Kabupaten Sumba Barat","state_city.res_country_state23"
"state_city.res_state_city311","True","res_state_city311","Kabupaten Sumba Barat Daya","state_city.res_country_state23"
"state_city.res_state_city312","True","res_state_city312","Kabupaten Sumba Tengah","state_city.res_country_state23"
"state_city.res_state_city313","True","res_state_city313","Kabupaten Sumba Timur","state_city.res_country_state23"
"state_city.res_state_city314","True","res_state_city314","Kabupaten Timor Tengah Selatan","state_city.res_country_state23"
"state_city.res_state_city315","True","res_state_city315","Kabupaten Timor Tengah Utara","state_city.res_country_state23"
"state_city.res_state_city316","True","res_state_city316","Kabupaten Asmat","state_city.res_country_state24"
"state_city.res_state_city317","True","res_state_city317","Kabupaten Biak Numfor","state_city.res_country_state24"
"state_city.res_state_city318","True","res_state_city318","Kabupaten Boven Digoel","state_city.res_country_state24"
"state_city.res_state_city319","True","res_state_city319","Kabupaten Deiyai","state_city.res_country_state24"
"state_city.res_state_city320","True","res_state_city320","Kabupaten Dogiyai","state_city.res_country_state24"
"state_city.res_state_city321","True","res_state_city321","Kabupaten Intan Jaya","state_city.res_country_state24"
"state_city.res_state_city322","False","res_state_city322","Kota Jayapura","state_city.res_country_state24"
"state_city.res_state_city323","True","res_state_city323","Kabupaten Jayapura","state_city.res_country_state24"
"state_city.res_state_city324","True","res_state_city324","Kabupaten Jayawijaya","state_city.res_country_state24"
"state_city.res_state_city325","True","res_state_city325","Kabupaten Keerom","state_city.res_country_state24"
"state_city.res_state_city326","True","res_state_city326","Kabupaten Kepulauan Yapen","state_city.res_country_state24"
"state_city.res_state_city327","True","res_state_city327","Kabupaten Lanny Jaya","state_city.res_country_state24"
"state_city.res_state_city328","True","res_state_city328","Kabupaten Mamberamo Raya","state_city.res_country_state24"
"state_city.res_state_city329","True","res_state_city329","Kabupaten Mamberamo Tengah","state_city.res_country_state24"
"state_city.res_state_city330","True","res_state_city330","Kabupaten Mappi","state_city.res_country_state24"
"state_city.res_state_city331","True","res_state_city331","Kabupaten Merauke","state_city.res_country_state24"
"state_city.res_state_city332","True","res_state_city332","Kabupaten Mimika","state_city.res_country_state24"
"state_city.res_state_city333","True","res_state_city333","Kabupaten Nabire","state_city.res_country_state24"
"state_city.res_state_city334","True","res_state_city334","Kabupaten Nduga","state_city.res_country_state24"
"state_city.res_state_city335","True","res_state_city335","Kabupaten Paniai","state_city.res_country_state24"
"state_city.res_state_city336","True","res_state_city336","Kabupaten Pegunungan Bintang","state_city.res_country_state24"
"state_city.res_state_city337","True","res_state_city337","Kabupaten Puncak","state_city.res_country_state24"
"state_city.res_state_city338","True","res_state_city338","Kabupaten Puncak Jaya","state_city.res_country_state24"
"state_city.res_state_city339","True","res_state_city339","Kabupaten Sarmi","state_city.res_country_state24"
"state_city.res_state_city340","True","res_state_city340","Kabupaten Supiori","state_city.res_country_state24"
"state_city.res_state_city341","True","res_state_city341","Kabupaten Tolikara","state_city.res_country_state24"
"state_city.res_state_city342","True","res_state_city342","Kabupaten Waropen","state_city.res_country_state24"
"state_city.res_state_city343","True","res_state_city343","Kabupaten Yahukimo","state_city.res_country_state24"
"state_city.res_state_city344","True","res_state_city344","Kabupaten Yalimo","state_city.res_country_state24"
"state_city.res_state_city345","True","res_state_city345","Kabupaten Fakfak","state_city.res_country_state25"
"state_city.res_state_city346","True","res_state_city346","Kabupaten Kaimana","state_city.res_country_state25"
"state_city.res_state_city347","True","res_state_city347","Kabupaten Manokwari","state_city.res_country_state25"
"state_city.res_state_city348","True","res_state_city348","Kabupaten Manokwari Selatan","state_city.res_country_state25"
"state_city.res_state_city349","True","res_state_city349","Kabupaten Maybrat","state_city.res_country_state25"
"state_city.res_state_city350","True","res_state_city350","Kabupaten Pegunungan Arfak","state_city.res_country_state25"
"state_city.res_state_city351","True","res_state_city351","Kabupaten Raja Ampat","state_city.res_country_state25"
"state_city.res_state_city352","False","res_state_city352","Kota Sorong","state_city.res_country_state25"
"state_city.res_state_city353","True","res_state_city353","Kabupaten Sorong","state_city.res_country_state25"
"state_city.res_state_city354","True","res_state_city354","Kabupaten Sorong Selatan","state_city.res_country_state25"
"state_city.res_state_city355","True","res_state_city355","Kabupaten Tambrauw","state_city.res_country_state25"
"state_city.res_state_city356","True","res_state_city356","Kabupaten Teluk Bintuni","state_city.res_country_state25"
"state_city.res_state_city357","True","res_state_city357","Kabupaten Teluk Wondama","state_city.res_country_state25"
"state_city.res_state_city358","True","res_state_city358","Kabupaten Bengkalis","state_city.res_country_state26"
"state_city.res_state_city359","False","res_state_city359","Kota Dumai","state_city.res_country_state26"
"state_city.res_state_city360","True","res_state_city360","Kabupaten Indragiri Hilir","state_city.res_country_state26"
"state_city.res_state_city361","True","res_state_city361","Kabupaten Indragiri Hulu","state_city.res_country_state26"
"state_city.res_state_city362","True","res_state_city362","Kabupaten Kampar","state_city.res_country_state26"
"state_city.res_state_city363","True","res_state_city363","Kabupaten Kepulauan Meranti","state_city.res_country_state26"
"state_city.res_state_city364","True","res_state_city364","Kabupaten Kuantan Singingi","state_city.res_country_state26"
"state_city.res_state_city365","False","res_state_city365","Kota Pekanbaru","state_city.res_country_state26"
"state_city.res_state_city366","True","res_state_city366","Kabupaten Pelalawan","state_city.res_country_state26"
"state_city.res_state_city367","True","res_state_city367","Kabupaten Rokan Hilir","state_city.res_country_state26"
"state_city.res_state_city368","True","res_state_city368","Kabupaten Rokan Hulu","state_city.res_country_state26"
"state_city.res_state_city369","True","res_state_city369","Kabupaten Siak","state_city.res_country_state26"
"state_city.res_state_city370","True","res_state_city370","Kabupaten Majene","state_city.res_country_state27"
"state_city.res_state_city371","True","res_state_city371","Kabupaten Mamasa","state_city.res_country_state27"
"state_city.res_state_city372","True","res_state_city372","Kabupaten Mamuju","state_city.res_country_state27"
"state_city.res_state_city373","True","res_state_city373","Kabupaten Mamuju Tengah","state_city.res_country_state27"
"state_city.res_state_city374","True","res_state_city374","Kabupaten Mamuju Utara","state_city.res_country_state27"
"state_city.res_state_city375","True","res_state_city375","Kabupaten Polewali Mandar","state_city.res_country_state27"
"state_city.res_state_city376","True","res_state_city376","Kabupaten Bantaeng","state_city.res_country_state28"
"state_city.res_state_city377","True","res_state_city377","Kabupaten Barru","state_city.res_country_state28"
"state_city.res_state_city378","True","res_state_city378","Kabupaten Bone","state_city.res_country_state28"
"state_city.res_state_city379","True","res_state_city379","Kabupaten Bulukumba","state_city.res_country_state28"
"state_city.res_state_city380","True","res_state_city380","Kabupaten Enrekang","state_city.res_country_state28"
"state_city.res_state_city381","True","res_state_city381","Kabupaten Gowa","state_city.res_country_state28"
"state_city.res_state_city382","True","res_state_city382","Kabupaten Jeneponto","state_city.res_country_state28"
"state_city.res_state_city383","True","res_state_city383","Kabupaten Kepulauan Selayar","state_city.res_country_state28"
"state_city.res_state_city384","True","res_state_city384","Kabupaten Luwu","state_city.res_country_state28"
"state_city.res_state_city385","True","res_state_city385","Kabupaten Luwu Timur","state_city.res_country_state28"
"state_city.res_state_city386","True","res_state_city386","Kabupaten Luwu Utara","state_city.res_country_state28"
"state_city.res_state_city387","False","res_state_city387","Kota Makassar","state_city.res_country_state28"
"state_city.res_state_city388","True","res_state_city388","Kabupaten Maros","state_city.res_country_state28"
"state_city.res_state_city389","False","res_state_city389","Kota Palopo","state_city.res_country_state28"
"state_city.res_state_city390","True","res_state_city390","Kabupaten Pangkajene Kepulauan","state_city.res_country_state28"
"state_city.res_state_city391","False","res_state_city391","Kota Parepare","state_city.res_country_state28"
"state_city.res_state_city392","True","res_state_city392","Kabupaten Pinrang","state_city.res_country_state28"
"state_city.res_state_city393","True","res_state_city393","Kabupaten Sidenreng Rappang","state_city.res_country_state28"
"state_city.res_state_city394","True","res_state_city394","Kabupaten Sinjai","state_city.res_country_state28"
"state_city.res_state_city395","True","res_state_city395","Kabupaten Soppeng","state_city.res_country_state28"
"state_city.res_state_city396","True","res_state_city396","Kabupaten Takalar","state_city.res_country_state28"
"state_city.res_state_city397","True","res_state_city397","Kabupaten Tana Toraja","state_city.res_country_state28"
"state_city.res_state_city398","True","res_state_city398","Kabupaten Toraja Utara","state_city.res_country_state28"
"state_city.res_state_city399","True","res_state_city399","Kabupaten Wajo","state_city.res_country_state28"
"state_city.res_state_city400","True","res_state_city400","Kabupaten Banggai","state_city.res_country_state29"
"state_city.res_state_city401","True","res_state_city401","Kabupaten Banggai Kepulauan","state_city.res_country_state29"
"state_city.res_state_city402","True","res_state_city402","Kabupaten Banggai Laut","state_city.res_country_state29"
"state_city.res_state_city403","True","res_state_city403","Kabupaten Buol","state_city.res_country_state29"
"state_city.res_state_city404","True","res_state_city404","Kabupaten Donggala","state_city.res_country_state29"
"state_city.res_state_city405","True","res_state_city405","Kabupaten Morowali","state_city.res_country_state29"
"state_city.res_state_city406","True","res_state_city406","Kabupaten Morowali Utara","state_city.res_country_state29"
"state_city.res_state_city407","False","res_state_city407","Kota Palu","state_city.res_country_state29"
"state_city.res_state_city408","True","res_state_city408","Kabupaten Parigi Moutong","state_city.res_country_state29"
"state_city.res_state_city409","True","res_state_city409","Kabupaten Poso","state_city.res_country_state29"
"state_city.res_state_city410","True","res_state_city410","Kabupaten Sigi","state_city.res_country_state29"
"state_city.res_state_city411","True","res_state_city411","Kabupaten Tojo Una-Una","state_city.res_country_state29"
"state_city.res_state_city412","True","res_state_city412","Kabupaten Toli-Toli","state_city.res_country_state29"
"state_city.res_state_city413","False","res_state_city413","Kota Bau-Bau","state_city.res_country_state30"
"state_city.res_state_city414","True","res_state_city414","Kabupaten Bombana","state_city.res_country_state30"
"state_city.res_state_city415","True","res_state_city415","Kabupaten Buton","state_city.res_country_state30"
"state_city.res_state_city416","True","res_state_city416","Kabupaten Buton Selatan","state_city.res_country_state30"
"state_city.res_state_city417","True","res_state_city417","Kabupaten Buton Tengah","state_city.res_country_state30"
"state_city.res_state_city418","True","res_state_city418","Kabupaten Buton Utara","state_city.res_country_state30"
"state_city.res_state_city419","False","res_state_city419","Kota Kendari","state_city.res_country_state30"
"state_city.res_state_city420","True","res_state_city420","Kabupaten Kolaka","state_city.res_country_state30"
"state_city.res_state_city421","True","res_state_city421","Kabupaten Kolaka Timur","state_city.res_country_state30"
"state_city.res_state_city422","True","res_state_city422","Kabupaten Kolaka Utara","state_city.res_country_state30"
"state_city.res_state_city423","True","res_state_city423","Kabupaten Konawe","state_city.res_country_state30"
"state_city.res_state_city424","True","res_state_city424","Kabupaten Konawe Kepulauan","state_city.res_country_state30"
"state_city.res_state_city425","True","res_state_city425","Kabupaten Konawe Selatan","state_city.res_country_state30"
"state_city.res_state_city426","True","res_state_city426","Kabupaten Konawe Utara","state_city.res_country_state30"
"state_city.res_state_city427","True","res_state_city427","Kabupaten Muna","state_city.res_country_state30"
"state_city.res_state_city428","True","res_state_city428","Kabupaten Muna Barat","state_city.res_country_state30"
"state_city.res_state_city429","True","res_state_city429","Kabupaten Wakatobi","state_city.res_country_state30"
"state_city.res_state_city430","False","res_state_city430","Kota Bitung","state_city.res_country_state31"
"state_city.res_state_city431","True","res_state_city431","Kabupaten Bolaang Mongondow","state_city.res_country_state31"
"state_city.res_state_city432","True","res_state_city432","Kabupaten Bolaang Mongondow Selatan","state_city.res_country_state31"
"state_city.res_state_city433","True","res_state_city433","Kabupaten Bolaang Mongondow Timur","state_city.res_country_state31"
"state_city.res_state_city434","True","res_state_city434","Kabupaten Bolaang Mongondow Utara","state_city.res_country_state31"
"state_city.res_state_city435","True","res_state_city435","Kabupaten Kepulauan Sangihe","state_city.res_country_state31"
"state_city.res_state_city436","True","res_state_city436","Kabupaten Kepulauan Siau Tagulandang Biaro (Sitaro)","state_city.res_country_state31"
"state_city.res_state_city437","True","res_state_city437","Kabupaten Kepulauan Talaud","state_city.res_country_state31"
"state_city.res_state_city438","False","res_state_city438","Kota Kotamobagu","state_city.res_country_state31"
"state_city.res_state_city439","False","res_state_city439","Kota Manado","state_city.res_country_state31"
"state_city.res_state_city440","True","res_state_city440","Kabupaten Minahasa","state_city.res_country_state31"
"state_city.res_state_city441","True","res_state_city441","Kabupaten Minahasa Selatan","state_city.res_country_state31"
"state_city.res_state_city442","True","res_state_city442","Kabupaten Minahasa Tenggara","state_city.res_country_state31"
"state_city.res_state_city443","True","res_state_city443","Kabupaten Minahasa Utara","state_city.res_country_state31"
"state_city.res_state_city444","False","res_state_city444","Kota Tomohon","state_city.res_country_state31"
"state_city.res_state_city445","True","res_state_city445","Kabupaten Agam","state_city.res_country_state32"
"state_city.res_state_city446","False","res_state_city446","Kota Bukittinggi","state_city.res_country_state32"
"state_city.res_state_city447","True","res_state_city447","Kabupaten Dharmasraya","state_city.res_country_state32"
"state_city.res_state_city448","True","res_state_city448","Kabupaten Kepulauan Mentawai","state_city.res_country_state32"
"state_city.res_state_city449","True","res_state_city449","Kabupaten Lima Puluh","state_city.res_country_state32"
"state_city.res_state_city450","False","res_state_city450","Kota Padang","state_city.res_country_state32"
"state_city.res_state_city451","False","res_state_city451","Kota Padang Panjang","state_city.res_country_state32"
"state_city.res_state_city452","True","res_state_city452","Kabupaten Padang Pariaman","state_city.res_country_state32"
"state_city.res_state_city453","False","res_state_city453","Kota Pariaman","state_city.res_country_state32"
"state_city.res_state_city454","True","res_state_city454","Kabupaten Pasaman","state_city.res_country_state32"
"state_city.res_state_city455","True","res_state_city455","Kabupaten Pasaman Barat","state_city.res_country_state32"
"state_city.res_state_city456","False","res_state_city456","Kota Payakumbuh","state_city.res_country_state32"
"state_city.res_state_city457","True","res_state_city457","Kabupaten Pesisir Selatan","state_city.res_country_state32"
"state_city.res_state_city458","False","res_state_city458","Kota Sawahlunto","state_city.res_country_state32"
"state_city.res_state_city459","True","res_state_city459","Kabupaten Sijunjung","state_city.res_country_state32"
"state_city.res_state_city460","False","res_state_city460","Kota Solok","state_city.res_country_state32"
"state_city.res_state_city461","True","res_state_city461","Kabupaten Solok","state_city.res_country_state32"
"state_city.res_state_city462","True","res_state_city462","Kabupaten Solok Selatan","state_city.res_country_state32"
"state_city.res_state_city463","True","res_state_city463","Kabupaten Tanah Datar","state_city.res_country_state32"
"state_city.res_state_city464","True","res_state_city464","Kabupaten Banyuasin","state_city.res_country_state33"
"state_city.res_state_city465","True","res_state_city465","Kabupaten Empat Lawang","state_city.res_country_state33"
"state_city.res_state_city466","True","res_state_city466","Kabupaten Lahat","state_city.res_country_state33"
"state_city.res_state_city467","False","res_state_city467","Kota Lubuk Linggau","state_city.res_country_state33"
"state_city.res_state_city468","True","res_state_city468","Kabupaten Muara Enim","state_city.res_country_state33"
"state_city.res_state_city469","True","res_state_city469","Kabupaten Musi Banyuasin","state_city.res_country_state33"
"state_city.res_state_city470","True","res_state_city470","Kabupaten Musi Rawas","state_city.res_country_state33"
"state_city.res_state_city471","True","res_state_city471","Kabupaten Musi Rawas Utara","state_city.res_country_state33"
"state_city.res_state_city472","True","res_state_city472","Kabupaten Ogan Ilir","state_city.res_country_state33"
"state_city.res_state_city473","True","res_state_city473","Kabupaten Ogan Komering Ilir","state_city.res_country_state33"
"state_city.res_state_city474","True","res_state_city474","Kabupaten Ogan Komering Ulu","state_city.res_country_state33"
"state_city.res_state_city475","True","res_state_city475","Kabupaten Ogan Komering Ulu Selatan","state_city.res_country_state33"
"state_city.res_state_city476","True","res_state_city476","Kabupaten Ogan Komering Ulu Timur","state_city.res_country_state33"
"state_city.res_state_city477","False","res_state_city477","Kota Pagar Alam","state_city.res_country_state33"
"state_city.res_state_city478","False","res_state_city478","Kota Palembang","state_city.res_country_state33"
"state_city.res_state_city479","True","res_state_city479","Kabupaten Penukal Abab Lematang Ilir","state_city.res_country_state33"
"state_city.res_state_city480","False","res_state_city480","Kota Prabumulih","state_city.res_country_state33"
"state_city.res_state_city481","True","res_state_city481","Kabupaten Asahan","state_city.res_country_state34"
"state_city.res_state_city482","True","res_state_city482","Kabupaten Batu Bara","state_city.res_country_state34"
"state_city.res_state_city483","False","res_state_city483","Kota Binjai","state_city.res_country_state34"
"state_city.res_state_city484","True","res_state_city484","Kabupaten Dairi","state_city.res_country_state34"
"state_city.res_state_city485","True","res_state_city485","Kabupaten Deli Serdang","state_city.res_country_state34"
"state_city.res_state_city486","False","res_state_city486","Kota Gunungsitoli","state_city.res_country_state34"
"state_city.res_state_city487","True","res_state_city487","Kabupaten Humbang Hasundutan","state_city.res_country_state34"
"state_city.res_state_city488","True","res_state_city488","Kabupaten Karo","state_city.res_country_state34"
"state_city.res_state_city489","True","res_state_city489","Kabupaten Labuhanbatu","state_city.res_country_state34"
"state_city.res_state_city490","True","res_state_city490","Kabupaten Labuhanbatu Selatan","state_city.res_country_state34"
"state_city.res_state_city491","True","res_state_city491","Kabupaten Labuhanbatu Utara","state_city.res_country_state34"
"state_city.res_state_city492","True","res_state_city492","Kabupaten Langkat","state_city.res_country_state34"
"state_city.res_state_city493","True","res_state_city493","Kabupaten Mandailing Natal","state_city.res_country_state34"
"state_city.res_state_city494","False","res_state_city494","Kota Medan","state_city.res_country_state34"
"state_city.res_state_city495","True","res_state_city495","Kabupaten Nias","state_city.res_country_state34"
"state_city.res_state_city496","True","res_state_city496","Kabupaten Nias Barat","state_city.res_country_state34"
"state_city.res_state_city497","True","res_state_city497","Kabupaten Nias Selatan","state_city.res_country_state34"
"state_city.res_state_city498","True","res_state_city498","Kabupaten Nias Utara","state_city.res_country_state34"
"state_city.res_state_city499","True","res_state_city499","Kabupaten Padang Lawas","state_city.res_country_state34"
"state_city.res_state_city500","True","res_state_city500","Kabupaten Padang Lawas Utara","state_city.res_country_state34"
"state_city.res_state_city501","False","res_state_city501","Kota Padang Sidempuan","state_city.res_country_state34"
"state_city.res_state_city502","True","res_state_city502","Kabupaten Pakpak Bharat","state_city.res_country_state34"
"state_city.res_state_city503","False","res_state_city503","Kota Pematangsiantar","state_city.res_country_state34"
"state_city.res_state_city504","True","res_state_city504","Kabupaten Samosir","state_city.res_country_state34"
"state_city.res_state_city505","True","res_state_city505","Kabupaten Serdang Bedagai","state_city.res_country_state34"
"state_city.res_state_city506","False","res_state_city506","Kota Sibolga","state_city.res_country_state34"
"state_city.res_state_city507","True","res_state_city507","Kabupaten Simalungun","state_city.res_country_state34"
"state_city.res_state_city508","False","res_state_city508","Kota Tanjung Balai","state_city.res_country_state34"
"state_city.res_state_city509","True","res_state_city509","Kabupaten Tapanuli Selatan","state_city.res_country_state34"
"state_city.res_state_city510","True","res_state_city510","Kabupaten Tapanuli Tengah","state_city.res_country_state34"
"state_city.res_state_city511","True","res_state_city511","Kabupaten Tapanuli Utara","state_city.res_country_state34"
"state_city.res_state_city512","False","res_state_city512","Kota Tebing Tinggi","state_city.res_country_state34"
"state_city.res_state_city513","True","res_state_city513","Kabupaten Toba Samosir","state_city.res_country_state34"
